"pdfNumber","pdfQuestion","similarity","packId","packQuestion","pdfAnswer","packAnswer","conflictType","conflictReason"
"48","Según la Ergonomía, en el lugar de trabajo debe cuidarse:","1","q_1051bb53","Según la Ergonomía, en el lugar de trabajo debe cuidarse:","• la temperatura. • la iluminación. • la renovación del aire. • Todas las respuestas anteriores son correctas.","la temperatura.","REAL_ANSWER_CONFLICT","q_sim=1_ans_sim=0.13"
"49","Señale la respuesta correcta respecto a los equipos de protección individual.","1","q_592727ad","Señale la respuesta correcta respecto a los equipos de protección individual.","• Se pueden clasificar en función del riesgo que contrarrestan. • Se aplican para disminuir las lesiones del trabajador. • Se pueden clasificar en función de la parte del cuerpo que protegen. • Todas las respuestas anteriores son correctas.","Se pueden clasificar en función del riesgo que contrarrestan.","REAL_ANSWER_CONFLICT","q_sim=1_ans_sim=0.25"
"51","Son equipos de protección individual de las vías respiratorias:","1","q_4f9f742f","Son equipos de protección individual de las vías respiratorias:","• los equipos aislantes de aire libre. • los equipos de submarinismo. • los equipos respiratorios con máscara amovible para soldadura. • Todas las respuestas anteriores son correctas.","los equipos aislantes de aire libre.","REAL_ANSWER_CONFLICT","q_sim=1_ans_sim=0.20"
"66","La aplicación de los conocimientos ergonómicos al ámbito del trabajo es fundamental para:","0.9462","q_aeefd7be","La aplicación de los conocimientos ergonómicos al ámbito del trabajo es fundamentalmente para:","la prevención de problemas de salud.","la eliminación de riesgos físicos.","WRONG_MATCH_VARIANT","packId_shared_by_3_pdf_questions"
"67","La aplicación de los conocimientos ergonómicos al ámbito del trabajo es fundamental para:","0.9462","q_aeefd7be","La aplicación de los conocimientos ergonómicos al ámbito del trabajo es fundamentalmente para:","incrementar el bienestar del trabajador.","la eliminación de riesgos físicos.","WRONG_MATCH_VARIANT","packId_shared_by_3_pdf_questions"
"68","La aplicación de los conocimientos ergonómicos al ámbito del trabajo es fundamental para:","0.9462","q_aeefd7be","La aplicación de los conocimientos ergonómicos al ámbito del trabajo es fundamentalmente para:","incrementar el rendimiento del trabajador.","la eliminación de riesgos físicos.","WRONG_MATCH_VARIANT","packId_shared_by_3_pdf_questions"
"70","Señale la afirmación incorrecta con relación al puesto de conducción.","1","q_11eb01a9","Señale la afirmación incorrecta con relación al puesto de conducción.","El asiento debe estar lo más separado posible, aunque haya que estirarse.","El respaldo debe contar con reposacabezas.","REAL_ANSWER_CONFLICT","q_sim=1_ans_sim=0.34"
"79","¿Cuál de las siguientes conductas no es correcta para trabajar de pie?","1","q_f94140c2","¿Cuál de las siguientes conductas no es correcta para trabajar de pie?","Es conveniente trabajar mejor sobre asfalto que sobre madera pues es más rígido.","Si hay que inclinarse, se flexionarán las rodillas.","REAL_ANSWER_CONFLICT","q_sim=1_ans_sim=0.27"
"84","El tipo de esfuerzo requerido para el manejo de la carga del vehículo influye en el nivel de riesgo. Así, es más segura la manipulación que exija:","1","q_60790e2c","El tipo de esfuerzo requerido para el manejo de la carga del vehículo influye en el nivel de riesgo. Así, es más segura la manipulación que exija:","no realizar esfuerzos.","esfuerzos escalonados.","REAL_ANSWER_CONFLICT","q_sim=1_ans_sim=0.24"
"86","¿Cómo debe ser el medio en el que se realiza la actividad laboral?","1","q_274927e6","¿Cómo debe ser el medio en el que se realiza la actividad laboral?","Con ausencia de ruidos.","Un espacio de trabajo amplio.","REAL_ANSWER_CONFLICT","q_sim=1_ans_sim=0.32"
"87","Para el levantamiento de pesos en posición sentado, se recomienda que estos","0.8315","q_82f492fe","Para el levantamiento de pesos en posición sentado se recomienda que éstos no superen los:","no superen los: 5 kilogramos.","5 kilogramos.","WRONG_MATCH_VARIANT","packId_shared_by_2_pdf_questions"
"92","¿Cuál es la finalidad de la Ergonomía en el ámbito del trabajo?","1","q_737f2cb6","¿Cuál es la finalidad de la Ergonomía en el ámbito del trabajo?","Incrementar el bienestar del empresario.","Incrementar el bienestar del trabajador y el rendimiento del mismo.","NEEDS_REVIEW","q_sim=1_ans_sim=0.52"
"96","¿Cuáles son equipos de protección individual de la piel?","0.931","q_2fbdcca8","¿Cuáles son los equipos de protección individual de la piel?","Cremas y lociones barrera.","Protectores auditivos.","REAL_ANSWER_CONFLICT","q_sim=0.931_ans_sim=0.16"
"98","¿Cuáles son equipos de protección individual de pies y piernas?","0.9385","q_dd9375a3","¿Cuáles son los equipos de protección individual de pies y piernas?","• Equipos filtrantes. • Dediles. • Equipos aislantes. • Todas las respuestas anteriores son incorrectas.","Pantallas faciales.","WRONG_MATCH_VARIANT","packId_shared_by_2_pdf_questions"
"99","¿Cuáles son equipos de protección individual de pies y piernas?","0.9385","q_dd9375a3","¿Cuáles son los equipos de protección individual de pies y piernas?","Calzado y cubrecalzado de protección contra el frío.","Pantallas faciales.","WRONG_MATCH_VARIANT","packId_shared_by_2_pdf_questions"
"100","¿Cuáles son los objetivos de la Ergonomía en el ámbito laboral?","1","q_f7527395","¿Cuáles son los objetivos de la Ergonomía en el ámbito laboral?","• Diseñar las máquinas pensando en la mayor seguridad y eficacia. • Configurar los puestos de trabajo de modo que permitan una postura no perjudicial. • Adaptar el entorno de trabajo a las necesidades humanas. • Todas las respuestas anteriores son correctas.","Diseñar las máquinas pensando en la mayor seguridad y eficacia.","REAL_ANSWER_CONFLICT","q_sim=1_ans_sim=0.24"
"103","¿Cuál es la ciencia fundamental por su aportación a la Ergonomía?","1","q_f33fda9a","¿Cuál es la ciencia fundamental por su aportación a la Ergonomía?","• Anatomía. • Fisiología humana. • Psicología. • Todas las respuestas anteriores son correctas.","Anatomía.","REAL_ANSWER_CONFLICT","q_sim=1_ans_sim=0.09"
"107","¿Con qué ciencia trabaja la Ergonomía?","1","q_4a4dd070","¿Con qué ciencia trabaja la Ergonomía?","• Anatomía. • Psicología. • Fisiología. • Todas las respuestas anteriores son correctas.","Anatomía.","REAL_ANSWER_CONFLICT","q_sim=1_ans_sim=0.10"
"110","¿Qué circunstancias no favorecen la aparición de molestias en la espalda de los conductores?","1","q_f3083eb4","¿Qué circunstancias no favorecen la aparición de molestias en la espalda de los conductores?","El buen funcionamiento del sistema de suspensión del vehículo.","Diseño defectuoso del asiento.","REAL_ANSWER_CONFLICT","q_sim=1_ans_sim=0.30"
"126","¿Qué medidas es necesario establecer para tener una visibilidad plena de la carretera?","1","q_8086017a","¿Qué medidas es necesario establecer para tener una visibilidad plena de la carretera?","Evitar la colocación de objetos que impidan una correcta visibilidad.","Colocar un adorno colgado del espejo retrovisor.","REAL_ANSWER_CONFLICT","q_sim=1_ans_sim=0.29"
"132","¿Qué tipo de suelo es capaz de absorber y amortiguar parte del peso del cuerpo?","1","q_63bda9e9","¿Qué tipo de suelo es capaz de absorber y amortiguar parte del peso del cuerpo?","Moqueta.","Cemento.","REAL_ANSWER_CONFLICT","q_sim=1_ans_sim=0.14"
"134","¿Por qué no es recomendable saltar desde la cabina del vehículo al suelo para bajar?","1","q_453c645c","¿Por qué no es recomendable saltar desde la cabina del vehículo al suelo para bajar?","• Perjudica la columna. • Perjudica las articulaciones de la rodilla. • Perjudica las articulaciones de los tobillos. • Todas las respuestas anteriores son correctas.","Perjudica la columna.","REAL_ANSWER_CONFLICT","q_sim=1_ans_sim=0.12"
"151","Para el levantamiento de pesos en posición sentado, se recomienda que los","0.809","q_82f492fe","Para el levantamiento de pesos en posición sentado se recomienda que éstos no superen los:","objetos no superen los: 5 kg.","5 kilogramos.","WRONG_MATCH_VARIANT","packId_shared_by_2_pdf_questions"
"4","¿Qué funciones cumplen los nutrientes?","1","q_0083f706","¿Qué funciones cumplen los nutrientes?","• Conseguir la energía necesaria para realizar las funciones vitales. • Formar y mantener órganos. • Regular todos los procesos que tienen lugar en nuestro organismo. • Todas las respuestas anteriores son correctas.","Conseguir la energía necesaria para realizar las funciones vitales.","REAL_ANSWER_CONFLICT","q_sim=1_ans_sim=0.31"
"10","Al tomar medicamentos:","1","q_e9cc20a8","Al tomar medicamentos,:","debemos informarnos de los efectos secundarios que pueden producir.","podemos circular normalmente, sin preocupación.","REAL_ANSWER_CONFLICT","q_sim=1_ans_sim=0.29"
"13","La mezcla de medicamentos y alcohol:","1","q_e7fd5ae4","La mezcla de medicamentos y alcohol:","puede producir reacciones imprevisibles y difícilmente controlables por el conductor.","es aconsejable ya que aumenta la efectividad de los medicamentos.","REAL_ANSWER_CONFLICT","q_sim=1_ans_sim=0.25"
"18","Los mareos y los desvanecimientos pueden provenir de:","1","q_56f9c61e","Los mareos y los desvanecimientos pueden provenir de:","una mala alimentación.","dormir más de ocho horas.","REAL_ANSWER_CONFLICT","q_sim=1_ans_sim=0.13"
"21","El estrés, en los conductores profesionales, ¿de qué puede ser consecuencia?","1","q_64de9322","El estrés, en los conductores profesionales, ¿de qué puede ser consecuencia?","• Sobrecarga de trabajo. • Ritmo de vida acelerado. • Problemas de inseguridad o de frustración profesional. • Todas las respuestas anteriores son correctas.","Sobrecarga de trabajo.","REAL_ANSWER_CONFLICT","q_sim=1_ans_sim=0.14"
"23","Señale la respuesta correcta respecto a la toma de alcohol:","1","q_b648f5a1","Señale la respuesta correcta respecto a la toma de alcohol.","Altera y disminuye las aptitudes para la conducción.","Sirve para combatir el frío.","REAL_ANSWER_CONFLICT","q_sim=1_ans_sim=0.22"
"24","Señale la respuesta correcta respecto a los microsueños:","1","q_94b61504","Señale la respuesta correcta respecto a los microsueños.","• Son una reacción del organismo ante el déficit de sueño. • Hacen que durante un brevísimo espacio de tiempo se pierda la conciencia respecto a la carretera. • Son los causantes de muchos accidentes que se producen en tramos rectos con salida de la vía y no tienen una explicación clara. • Todas las respuestas anteriores son correctas.","Son una defensa del organismo por no dormir.","REAL_ANSWER_CONFLICT","q_sim=1_ans_sim=0.13"
"26","Si vamos a conducir, ¿qué es recomendable?","1","q_2a62a7f3","Si vamos a conducir, ¿qué es recomendable?","• Comidas no muy copiosas. • Comidas fáciles de digerir. • Una dieta rica en hidratos de carbono y pescado. • Todas las respuestas anteriores son correctas.","Comidas no muy copiosas.","REAL_ANSWER_CONFLICT","q_sim=1_ans_sim=0.15"
"27","Tener el vehículo mal ventilado y estar en una postura incomoda al volante, ¿qué puede provocar?","1","q_beaefa47","Tener el vehículo mal ventilado y estar en una postura incomoda al volante, ¿qué puede provocar?","Fatiga.","Somnolencia.","REAL_ANSWER_CONFLICT","q_sim=1_ans_sim=0.09"
"39","¿Cuáles son los efectos que suele producir la heroína en la conducción?","1","q_417d336a","¿Cuáles son los efectos que suele producir la heroína en la conducción?","Confusión mental.","Un fuerte shock con convulsiones y calambres, pudiendo originar actuaciones violentas.","REAL_ANSWER_CONFLICT","q_sim=1_ans_sim=0.18"
"43","¿La falta de sueño puede alterar el comportamiento del conductor?","1","q_92f16745","¿La falta de sueño puede alterar el comportamiento del conductor?","Sí, generando nerviosismo y agresividad.","Sí, generando agresividad y nerviosismo.","NEEDS_REVIEW","q_sim=1_ans_sim=0.53"
"46","¿Qué consecuencias tiene la somnolencia sobre la conducción?","0.9138","q_1521f22b","¿Qué consecuencias tiene la somnolencia en la conducción?","Alteración de las funciones sensoriales.","Disminución del tiempo de reacción.","REAL_ANSWER_CONFLICT","q_sim=0.9138_ans_sim=0.31"
"49","¿Qué funciones corporales aumentan de día y disminuyen de noche?","1","q_e28b8118","¿Qué funciones corporales aumentan de día y disminuyen de noche?","• La temperatura. • La capacidad respiratoria. • La capacidad mental. • Todas las respuestas anteriores son correctas.","La temperatura.","REAL_ANSWER_CONFLICT","q_sim=1_ans_sim=0.12"
"61","Una dosis adecuada de café o de otros estimulantes naturales, ¿qué beneficios genera?","1","q_468551e9","Una dosis adecuada de café o de otros estimulantes naturales, ¿qué beneficios genera?","• Alivia la fatiga. • Facilita los reflejos. • Ayuda a mantener el estado de vigilia. • Todas las respuestas anteriores son correctas.","Alivia la fatiga.","REAL_ANSWER_CONFLICT","q_sim=1_ans_sim=0.12"
"64","Durante viajes largos y sobre todo por la noche, ¿qué bebida no es aconsejable tomar?","0.9634","q_76682f29","Durante viajes largos y sobre todo por la noche, ¿qué bebida es aconsejable tomar?","Leche caliente.","Zumos.","REAL_ANSWER_CONFLICT","q_sim=0.9634_ans_sim=0.00"
"65","¿Qué efectos pueden provocar los fármacos?","1","q_926b8fec","¿Qué efectos pueden provocar los fármacos?","• Somnolencia. • Fatiga muscular. • Mareos. • Todas las respuestas anteriores son correctas.","Somnolencia.","REAL_ANSWER_CONFLICT","q_sim=1_ans_sim=0.13"
"80","Bajo una situación de somnolencia, ¿qué factores psicofísicos del conductor se ven afectados?","0.9111","q_f28ed55d","Bajo una situación de sueño, ¿qué factores psicofísicos del conductor se ven afectados?","• La percepción. • El razonamiento. • Los reflejos y el tiempo de reacción. • Todas las respuestas anteriores son correctas.","La percepción.","REAL_ANSWER_CONFLICT","q_sim=0.9111_ans_sim=0.11"
"81","¿Qué medicamentos nos pueden producir somnolencia?","1","q_bf60501c","¿Qué medicamentos nos pueden producir somnolencia?","• Ansiolíticos. • Sedantes. • Hipnóticos. • Todas las respuestas anteriores son correctas.","Ansiolíticos.","REAL_ANSWER_CONFLICT","q_sim=1_ans_sim=0.14"
"85","¿A partir de qué nivel de alcohol en sangre se producen efectos directos en el cerebro?","0.9","q_8cf50aa9","¿A partir de qué porcentaje de alcohol en sangre se producen efectos directos en el cerebro?","0,3 gramos por litro o incluso inferiores.","0,3 gramos por litro.","PACK_ANSWER_TRUNCATED","pack_len=19_pdf_len=40"
"95","¿Cuáles son los efectos más comunes que produce la cocaína en la conducción?","1","q_7a4ba2f9","¿Cuáles son los efectos más comunes que produce la cocaína en la conducción?","Minusvaloración de los riesgos.","Adopción de conductas peligrosas.","REAL_ANSWER_CONFLICT","q_sim=1_ans_sim=0.28"
"101","¿De qué depende el nivel de alcohol en sangre?","1","q_977596c8","¿De qué depende el nivel de alcohol en sangre?","• De la rapidez de la toma. • De la tolerancia personal. • De la edad. • Todas las respuestas son correctas.","De la rapidez de la toma.","REAL_ANSWER_CONFLICT","q_sim=1_ans_sim=0.23"
"15","¿Qué es lo primero que debemos hacer en caso de accidente?","1","q_de2a0bf2","¿Qué es lo primero que debemos hacer en caso de accidente?","Preservar la seguridad de la zona del accidente.","Preservar la segurida","PACK_ANSWER_TRUNCATED","pack_len=21_pdf_len=47"
"29","En un vehículo de transporte de viajeros de hasta nueve plazas, incluido el conductor, ¿qué extintor es obligatorio llevar?","0.8487","q_dd5992fd","En un vehículo de transporte de viajeros de hasta nueve plazas, incluido el conductor, ¿qué extintor deberá ir instalado?","Ninguno.","Uno de la clase 5A/21B.","NEEDS_REVIEW","q_sim=0.8487_ans_sim=0.05"
"57","En la declaración amistosa de accidentes es imprescindible:","1","q_b3a498f1","En la declaración amistosa de accidentes es imprescindible:","• hacer constar siempre la fecha y hora del accidente. • identificar el lugar del accidente mediante calle o vía y población. • anotar la matrícula de los vehículos implicados. • Todas las respuestas anteriores son correctas.","hacer constar siempre la fecha y hora del accidente.","REAL_ANSWER_CONFLICT","q_sim=1_ans_sim=0.23"
"59","En los vehículos de transporte de mercancías de hasta 3.500 kg de MMA, ¿qué extintor es obligatorio llevar?","0.8252","q_40fa2f47","En los vehículos de transporte de mercancías de hasta 3.500 kg de MMA, ¿qué extintor deberá ir instalado?","Ninguno.","Uno de la clase 13A/55B.","NEEDS_REVIEW","q_sim=0.8252_ans_sim=0.05"
"74","¿Qué pauta de actuación en caso de incendio de un vehículo no es correcta?","0.8","q_ade79422","¿Qué pauta de actuación que debe seguirse en caso de incendio de un vehículo no es correcta?","No intentar apagar el fuego con el extintor, eso es cosa de los bomberos.","Informar a los pasajeros de las instrucciones recibidas respecto a la continuidad de su viaje.","WRONG_MATCH_VARIANT","packId_shared_by_3_pdf_questions"
"77","¿Qué pauta de actuación en caso de incendio de un vehículo no es correcta?","0.8","q_ade79422","¿Qué pauta de actuación que debe seguirse en caso de incendio de un vehículo no es correcta?","Utilizando el botiquín del autobús, el conductor debe curar a los heridos.","Informar a los pasajeros de las instrucciones recibidas respecto a la continuidad de su viaje.","WRONG_MATCH_VARIANT","packId_shared_by_3_pdf_questions"
"78","De las siguientes actuaciones que pueden realizarse en caso de incendio en un autobús, ¿cuál es la menos adecuada?","0.9369","q_b0686ee9","De las siguientes actuaciones que pueden realizarse en caso de incendio en un autobús, ¿cuál es la menos correcta?","Comunicar precipitadamente la situación a los viajeros, con riesgo de provocar pánico.","Comunicar a la empresa lo acontecido.","REAL_ANSWER_CONFLICT","q_sim=0.9369_ans_sim=0.33"
"79","¿Qué pauta de actuación, en caso de incendio de un vehículo, no es correcta?","0.8","q_ade79422","¿Qué pauta de actuación que debe seguirse en caso de incendio de un vehículo no es correcta?","No intentar apagar el fuego con el extintor, eso es cosa de los bomberos.","Informar a los pasajeros de las instrucciones recibidas respecto a la continuidad de su viaje.","WRONG_MATCH_VARIANT","packId_shared_by_3_pdf_questions"
"86","¿Qué actuaciones deben realizarse en caso de puertas bloqueadas en un vehículo de transporte de viajeros?","1","q_ac588702","¿Qué actuaciones deben realizarse en caso de puertas bloqueadas en un vehículo de transporte de viajeros?","• El conductor indicará a los viajeros la situación de las diferentes salidas. • El conductor indicará a los viajeros la situación de los martillos rompecristales. • Las respuestas A y B son correctas.","El conductor indicará a los viajeros la situación de las diferentes salidas.","REAL_ANSWER_CONFLICT","q_sim=1_ans_sim=0.38"
"87","Ante una situación como la caída de carga sobre la vía, ¿qué actuaciones deben realizarse?","1","q_93502fa3","Ante una situación como la caída de carga sobre la vía, ¿qué actuaciones  deben realizarse?","• Se deberá apartar el vehículo para evitar que, junto con la carga caída, acreciente el riego provocado. • Se deberá retirar o apartar el obstáculo. • Se deberá dejar lo más limpia posible la calzada. • Todas las respuestas anteriores son correctas.","Se deberá apartar el vehículo para evitar que, junto con la carga caída, acreciente el riego provocado.","REAL_ANSWER_CONFLICT","q_sim=1_ans_sim=0.41"
"91","¿Cuándo está especialmente aconsejado que el conductor evacúe el vehículo?","0.9306","q_f3664cb1","¿Cuándo es especialmente aconsejable que el conductor evacue el vehículo?","Cuando el vehículo se ha detenido sobre un cruce con una vía de ferrocarril y no es posible moverlo.","El vehículo se ha incendiado o existe la amenaza de un incendio.","WRONG_MATCH_VARIANT","packId_shared_by_3_pdf_questions"
"92","¿Cuándo está especialmente aconsejado que el conductor evacúe el vehículo?","0.9306","q_f3664cb1","¿Cuándo es especialmente aconsejable que el conductor evacue el vehículo?","En caso de accidente, cuando la posición del vehículo puede cambiar y aumentar el peligro.","El vehículo se ha incendiado o existe la amenaza de un incendio.","WRONG_MATCH_VARIANT","packId_shared_by_3_pdf_questions"
"93","¿Cuándo está especialmente aconsejado que el conductor evacúe el vehículo?","0.9306","q_f3664cb1","¿Cuándo es especialmente aconsejable que el conductor evacue el vehículo?","Cuando existe el peligro inminente de un choque.","El vehículo se ha incendiado o existe la amenaza de un incendio.","WRONG_MATCH_VARIANT","packId_shared_by_3_pdf_questions"
"98","Ante una situación de emergencia, ¿cuál debería ser uno de los criterios de actuación del conductor?","0.8","q_84097f93","Ante una situación de emergencia, ¿cuál debería ser uno de los objetivos principales de las actuaciones del conductor?","• Siempre se debe conservar la calma. • Las actuaciones deben tener como primer objetivo la preservación de la seguridad de todas aquellas personas que puedan verse afectadas (pasajeros, resto de usuarios de la vía...). • Las actuaciones no pueden incrementar el desconcierto y la angustia de los afectados. • Todas las respuestas anteriores son correctas.","Siempre se debe conservar la calma.","WRONG_MATCH_VARIANT","packId_shared_by_2_pdf_questions"
"99","Ante una situación de emergencia, ¿cuál no debería ser uno de los objetivos prioritarios de las actuaciones del conductor?","0.9244","q_84097f93","Ante una situación de emergencia, ¿cuál debería ser uno de los objetivos principales de las actuaciones del conductor?","La preservación del vehículo y de la carga.","Siempre se debe conservar la calma.","WRONG_MATCH_VARIANT","packId_shared_by_2_pdf_questions"
"105","¿Qué actuación es aconsejable realizar en caso de evacuación de un vehículo?","0.8315","q_93c2a6a7","¿Qué actuación es aconsejable realizar en caso de evacuación de un vehículo de transportes?","• Proteger y señalizar el lugar. • Asegurar el vehículo aplicando el freno de estacionamiento. • Las respuestas B y C son correctas.","Rellenar el parte de evacuación.","WRONG_MATCH_VARIANT","packId_shared_by_2_pdf_questions"
"106","¿Qué actuación es aconsejable realizar en caso de evacuación de un vehículo?","0.8315","q_93c2a6a7","¿Qué actuación es aconsejable realizar en caso de evacuación de un vehículo de transportes?","• Activar las luces de peligro y/o advertencia. • Avisar a los servicios de auxilio. • Las respuestas A y C son correctas.","Rellenar el parte de evacuación.","WRONG_MATCH_VARIANT","packId_shared_by_2_pdf_questions"
"113","¿Qué actuación debe realizarse preferentemente en caso de evacuación de un autobús?","0.8041","q_04e0cec4","¿Qué actuación debe realizarse preferentemente en caso de evacuación de un vehículo de transportes?","• Curar a los heridos si estos lo necesitaran. • Impedir que los pasajeros salgan del vehículo hasta que se avise al servicio de auxilio. • Sacar todas las pertenencias de los pasajeros para evitar problemas legales. • Todas las respuestas anteriores son incorrectas.","Asegurar el vehículo quitando la llave de encendido.","NEEDS_REVIEW","q_sim=0.8041_ans_sim=0.16"
"131","Para solucionar un incendio en una rueda con un extintor portátil de polvo, ¿qué debemos hacer?","1","q_3dc2e4e2","Para solucionar un incendio en una rueda con un extintor portátil de polvo, ¿qué debemos hacer?","• Atacar el incendio al comienzo del mismo. • Aplicar el extintor hasta que se apague la llama. • Extremar la precaución por la posibilidad de que reviente. • Todas las respuestas anteriores son correctas.","Tomar el incendio al comienzo del mismo.","REAL_ANSWER_CONFLICT","q_sim=1_ans_sim=0.18"
"133","¿Qué actuación no es una medida preventiva que es necesario realizar con el fin de evitar un incendio?","1","q_93ef6ea1","¿Qué actuación no es una medida preventiva que es necesario realizar con el fin de evitar un incendio?","Accionar la luz de emergencia.","Poner los triángulos de preseñalización de peligro mientras esperamos la oportuna ayuda.","WRONG_MATCH_VARIANT","packId_shared_by_2_pdf_questions"
"134","¿Qué actuación no es una medida preventiva que es necesario realizar con el fin de evitar un incendio?","1","q_93ef6ea1","¿Qué actuación no es una medida preventiva que es necesario realizar con el fin de evitar un incendio?","Detener el vehículo a la derecha, fuera de la calzada y del arcén si fuera posible.","Poner los triángulos de preseñalización de peligro mientras esperamos la oportuna ayuda.","WRONG_MATCH_VARIANT","packId_shared_by_2_pdf_questions"
"136","Al abrir las puertas del autobús en una situación de incendio en su parte exterior, ¿qué pautas se deben seguir?","1","q_03d7a7ed","Al abrir las puertas del autobús en una situación de incendio en su parte exterior, ¿qué pautas se deben seguir?","• Si el incendio es en el lado izquierdo, abrir las dos puertas. • Si el incendio es en el lado derecho, abrir solo la que esté más alejada del fuego. • Las respuestas A y C son correctas.","Si el incendio es en el lado izquierdo, abrir las dos puertas.","REAL_ANSWER_CONFLICT","q_sim=1_ans_sim=0.33"
"141","¿Cuál es el propósito principal de la declaración amistosa de accidentes?","1","q_3a8c925f","¿Cuál es el propósito principal de la declaración amistosa de accidentes?","Indemnizar en el menor tiempo posible a los perjudicados.","Aumentar la recaudación de impuestos.","REAL_ANSWER_CONFLICT","q_sim=1_ans_sim=0.25"
"142","¿Qué datos deben figurar en la declaración amistosa de accidente?","1","q_75d40c66","¿Qué datos deben figurar en la declaración amistosa de accidente?","• Vehículos implicados. • Conductores que intervienen. • Lugar del accidente. • Todas las respuestas anteriores son correctas.","Vehículos implicados.","REAL_ANSWER_CONFLICT","q_sim=1_ans_sim=0.16"
"143","Señale la afirmación correcta:","1","q_b5e27eaa","Señale la afirmación correcta.","• La declaración amistosa de accidente determina la responsabilidad del siniestro. • La declaración amistosa de accidente es vinculante para las entidades aseguradoras en cuanto a la indemnización de los daños materiales. • La declaración amistosa de accidente agiliza el pago de indemnizaciones derivadas de un siniestro. • Todas las respuestas anteriores son correctas.","Un automóvil con caja de velocidades con cambio automático consume menos que con cambio manual.","WRONG_MATCH_VARIANT","packId_shared_by_15_pdf_questions"
"144","Señale la afirmación incorrecta:","1","q_9cd2207a","Señale la afirmación incorrecta.","La declaración amistosa de accidente consigue mayores indemnizaciones.","La anchura forma parte de la identificación de la llanta.","WRONG_MATCH_VARIANT","packId_shared_by_11_pdf_questions"
"145","Señale la afirmación incorrecta:","1","q_9cd2207a","Señale la afirmación incorrecta.","La declaración amistosa de accidente hace que disminuya el consumo de los vehículos.","La anchura forma parte de la identificación de la llanta.","WRONG_MATCH_VARIANT","packId_shared_by_11_pdf_questions"
"146","Señale la afirmación incorrecta:","1","q_9cd2207a","Señale la afirmación incorrecta.","La declaración amistosa de accidente hace que disminuya el número de siniestros de vehículos.","La anchura forma parte de la identificación de la llanta.","WRONG_MATCH_VARIANT","packId_shared_by_11_pdf_questions"
"147","Señale la afirmación incorrecta:","1","q_9cd2207a","Señale la afirmación incorrecta.","La declaración amistosa de accidente hace que disminuyan los atascos de tráfico.","La anchura forma parte de la identificación de la llanta.","WRONG_MATCH_VARIANT","packId_shared_by_11_pdf_questions"
"148","Señale la afirmación incorrecta:","1","q_9cd2207a","Señale la afirmación incorrecta.","Según la Ley de Contrato de Seguro, el plazo máximo para que el tomador comunique al asegurador el acaecimiento de un siniestro es de 20 días.","La anchura forma parte de la identificación de la llanta.","WRONG_MATCH_VARIANT","packId_shared_by_11_pdf_questions"
"149","Señale la afirmación incorrecta:","1","q_9cd2207a","Señale la afirmación incorrecta.","La declaración amistosa de accidente debe ser presentada por un agente del orden.","La anchura forma parte de la identificación de la llanta.","WRONG_MATCH_VARIANT","packId_shared_by_11_pdf_questions"
"150","Señale la afirmación incorrecta:","1","q_9cd2207a","Señale la afirmación incorrecta.","La declaración amistosa de accidente debe ser firmada por un agente del orden.","La anchura forma parte de la identificación de la llanta.","WRONG_MATCH_VARIANT","packId_shared_by_11_pdf_questions"
"151","Señale la afirmación incorrecta:","1","q_9cd2207a","Señale la afirmación incorrecta.","La declaración amistosa de accidente consigue mayores indemnizaciones.","La anchura forma parte de la identificación de la llanta.","WRONG_MATCH_VARIANT","packId_shared_by_11_pdf_questions"
"152","Señale la afirmación incorrecta:","1","q_9cd2207a","Señale la afirmación incorrecta.","La declaración amistosa de accidente hace que disminuya el consumo de los vehículos.","La anchura forma parte de la identificación de la llanta.","WRONG_MATCH_VARIANT","packId_shared_by_11_pdf_questions"
"153","Señale la afirmación incorrecta:","1","q_9cd2207a","Señale la afirmación incorrecta.","La declaración amistosa de accidente hace que disminuya el número de siniestros de vehículos.","La anchura forma parte de la identificación de la llanta.","WRONG_MATCH_VARIANT","packId_shared_by_11_pdf_questions"
"155","En los accidentes de tráfico, ¿cuál es el momento en el que hay más porcentaje de muertes según las estadísticas?","0.9","q_fe1ec018","En los accidentes, ¿cuál es el momento en el que hay más porcentaje de muertes según las estadísticas?","En la primera hora siguiente al accidente.","En las 2 próximas horas.","REAL_ANSWER_CONFLICT","q_sim=0.9_ans_sim=0.27"
"161","Señale la afirmación incorrecta:","1","q_9cd2207a","Señale la afirmación incorrecta.","La declaración amistosa de accidente es válida aunque no se tenga suscrito el seguro de responsabilidad civil obligatorio.","La anchura forma parte de la identificación de la llanta.","WRONG_MATCH_VARIANT","packId_shared_by_11_pdf_questions"
"162","Señale la afirmación correcta:","1","q_b5e27eaa","Señale la afirmación correcta.","• En el impreso de la declaración amistosa de accidente es imprescindible hacer constar siempre la fecha y la hora del accidente. • En el impreso de la declaración amistosa de accidente deben indicarse y verificarse, respectivamente, los datos de los asegurados correspondientes a los vehículos implicados. • Al cumplimentar una declaración amistosa de accidente, en caso de accidente con un conductor extranjero, hay que pedirle la Carta Verde o Certificado Internacional de Seguro. • Todas las respuestas anteriores son correctas.","Un automóvil con caja de velocidades con cambio automático consume menos que con cambio manual.","WRONG_MATCH_VARIANT","packId_shared_by_15_pdf_questions"
