"pdfNumber","pdfQuestion","pdfAnswer","packId","packQuestion","packCorrect","similarity"
"141","¿Cuál de las siguientes enfermedades no está reconocida como enfermedad profesional en el sector del transporte?","Parálisis facial.","q_4832fca1","¿Cuál de las siguientes enfermedades no está reconocida como enfermedad profesional en el sector del transporte?","Tortícolis producida por mirar al retrovisor externo con frecuencia.","1"
"143","¿Cuál de los siguientes vehículos se ve con más frecuencia implicado en accidentes de tráfico?","Vehículo de mercancías de más de 3.500 kg.","q_2aa0c268","¿Cuál de los siguientes vehículos se ve con más frecuencia implicado en accidentes de tráfico?","Camión de menos de 3.500 kg.","1"
"147","¿Cuáles de los siguientes tipos de accidente es frecuente que afecte a los trabajadores de empresas de transporte?","• Caída de personas a distinto nivel. • Atropellos por vehículos y maquinaria auxiliar. • Exposición continuada a vibraciones. • Todas las respuestas anteriores son correctas.","q_94c7e4a3","¿Cuáles de los siguientes tipos de accidente es frecuente que afecten a los trabajadores de empresas de transporte?","Caída de personas a distinto nivel.","0.9912"
"157","¿Cuáles de los siguientes son accidentes con forma no traumática?","• Los infartos. • Los derrames cerebrales. • Las respuestas A y B son correctas.","q_04471f99","¿Cuáles de los siguientes son accidentes con formas no traumáticas?","Los infartos.","0.9692"
"159","¿Cuáles son los principales riesgos asociados a la actividad de transporte?","Accidentes en operaciones de carga y descarga y de mantenimiento de los vehículos.","q_ab596b3c","¿Cuáles son los principales riesgos asociados a la actividad de transporte?","Los accidentes derivados del transporte de mercancías perecederas.","1"
"162","¿Cuál de los siguientes es un accidente laboral que afecta a los trabajadores de empresas de transporte?","• Sobreesfuerzos. • Caída de personas al mismo nivel. • Exposición continuada a vibraciones. • Todas las respuestas anteriores son correctas.","q_e541d179","¿Cuál de los siguientes es un accidente laboral que afecta a los trabajadores de empresas de transporte?","Sobreesfuerzos.","1"
"163","¿Cuál es una enfermedad profesional reconocida en el sector transporte?","• Sordera provocada por el ruido. • Enfermedades osteoarticulares por vibraciones mecánicas. • Las respuestas A y B son correctas.","q_20905ed9","¿Cuál es una enfermedad profesional reconocida en el sector transporte?","Sordera provocada por el ruido.","1"
"171","¿Cuál puede ser la causa de un accidente producido por una descarga eléctrica?","• Cables y enchufes defectuosos. • Contacto de la carga del vehículo con tendidos eléctricos. • Las respuestas A y C son correctas.","q_5b0ac493","¿Cuál puede ser la causa de un accidente producido por una descarga eléctrica?","Cables y enchufes defectuosos.","1"
"172","¿Cuándo existe riesgo de accidente para un conductor?","• Conduciendo. • En las operaciones de carga. • En las operaciones de descarga. • Todas las respuestas anteriores son correctas.","q_d5dda52e","¿Cuándo hay riesgo de accidente para un conductor?","Conduciendo.","0.8824"
"176","¿Qué conductas pueden dar lugar a problemas de salud?","• Mantenimiento continuado de posturas sedentarias y forzadas. • Alteraciones de los ritmos de la digestión. • Alteraciones de los ritmos del sueño. • Todas las respuestas anteriores son correctas.","q_006b2ec9","¿Qué conductas pueden dar lugar a problemas de salud?","Mantenimiento continuado de posturas sedentarias y forzadas.","1"
"177","Si no hay colisión, ¿cuándo se considera implicado un vehículo en un accidente de circulación?","• Cuando, como consecuencia del accidente, ha resultado muerto o herido el conductor. • Cuando ha estado parado de forma peligrosa, de modo que ha constituido uno de los factores del accidente. • Cuando el comportamiento del conductor es uno de los factores que ha provocado el accidente. • Todas las respuestas anteriores son correctas.","q_ebb8c740","Si no hay colisión, ¿cuándo se considera implicado un vehículo en un accidente de circulación?","Cuando, como consecuencia del accidente, ha resultado muerto o herido el conductor.","1"
"227","¿Cuál es la finalidad de las actividades de prevención de riesgos laborales?","Evitar los riesgos que son evitables y evaluar los que no lo son.","q_a57712f8","¿Cuál es la finalidad de las actividades de prevención de riesgos laborales?","Evitar las enfermedades profesionales.","1"
"236","¿Qué factores pueden producir estrés en el conductor profesional?","La necesidad de cumplir los horarios preestablecidos.","q_7dd49541","¿Qué factores pueden producir estrés en el conductor profesional?","Cumplir los tiempos de conducción y descanso.","1"
"238","En las estadísticas de accidentes de circulación, el índice de peligrosidad hace referencia:","al número de accidentes con víctimas respecto del número de kilómetros recorridos.","q_97c2aa7a","En las estadísticas de accidentes de circulación, el índice de peligrosidad hace referencia:","al número de fallecidos por cada 100 millones de km recorridos.","1"
"239","En las estadísticas de accidentes de circulación, el índice de gravedad hace referencia:","a indicadores que comparan el número de fallecidos con el número de accidentes.","q_39f198fc","En las estadísticas de accidentes de circulación, el índice de gravedad hace referencia:","al número de fallecidos por cada 100 millones de km recorridos.","1"
"245","Los accidentes de tráfico son:","la primera causa de lesión medular por traumatismo.","q_d2620d55","Los accidentes de tráfico suponen:","la primera causa de muerte entre uno y 34 años.","0.8788"
"256","Indique cuál de las siguientes afirmaciones es correcta:","En zona urbana se producen más accidentes con víctimas que en carretera, pero mueren menos personas.","q_830d693d","Indiqué cuál de las siguientes afirmaciones es cierta.","El Convenio CMR se aplica al contrato de transporte aunque no exista carta de porte.","0.9273"
"268","¿Cuáles de los siguientes accidentes de trabajo en el sector del transporte están considerados como accidentes con forma no traumática?","• Derrames cerebrales. • Infartos. • Las respuestas B y C son correctas.","q_5a2abd18","¿Cuáles de los siguientes accidentes de trabajo en el sector del transporte están considerados como accidentes con forma no traumática?","Enfermedades cardiovasculares.","1"
"273","¿Cuál de los siguientes vehículos se ve con más frecuencia implicado en accidentes de tráfico?","Furgoneta.","q_2aa0c268","¿Cuál de los siguientes vehículos se ve con más frecuencia implicado en accidentes de tráfico?","Camión de menos de 3.500 kg.","1"
"280","¿A qué órgano deben remitir los agentes encargados de la vigilancia del tráfico los datos de los accidentes de tráfico con víctimas?","Al Registro Nacional de Víctimas de Accidentes de Tráfico.","q_a01399c8","¿A qué órgano deben remitir los agentes encargados de la vigilancia del tráfico los datos de los accidentes de circulación en un plazo de cinco días?","Jefatura Provincial de Tráfico.","0.8163"
"282","¿Qué son las enfermedades profesionales?","Las contraídas a consecuencia de un trabajo ejecutado en las actividades especificadas en el cuadro que, a tal efecto, se apruebe.","q_4735971c","¿Qué son las ""enfermedades profesionales?","Las contraídas a consecuencia del trabajo.","0.9744"
"294","Señale la afirmación correcta:","El mayor número de accidentes se produce en vías urbanas, pero son de menos gravedad.","q_b5e27eaa","Señale la afirmación correcta.","Un automóvil con caja de velocidades con cambio automático consume menos que con cambio manual.","1"
"299","Señale la afirmación correcta:","La mayoría de los accidentes en los que participan camiones suceden en carretera y, la mayoría de aquellos en los que participan autobuses, en vías urbanas.","q_b5e27eaa","Señale la afirmación correcta.","Un automóvil con caja de velocidades con cambio automático consume menos que con cambio manual.","1"
"22","Los transportistas, respecto de las rutas procedentes de fuera del Espacio Schengen, están obligados a comunicar a las autoridades encargadas del control de entrada:","el nombre y los apellidos de los pasajeros.","q_f83cf826","Los transportistas, respecto de las rutas procedentes de fuera del Espacio Schengen, están obligados a comunicar a las autoridades encargadas del control de entrada:","el número y tipo de documento de viaje que acredite la identida","1"
"23","Los transportistas, respecto de las rutas procedentes de fuera del Espacio Schengen, están obligados a comunicar a las autoridades encargadas del control de entrada:","el número total de pasajeros en cada viaje.","q_f83cf826","Los transportistas, respecto de las rutas procedentes de fuera del Espacio Schengen, están obligados a comunicar a las autoridades encargadas del control de entrada:","el número y tipo de documento de viaje que acredite la identida","1"
"24","Los transportistas, respecto de las rutas procedentes de fuera del Espacio Schengen, están obligados a comunicar a las autoridades encargadas del control de entrada:","la fecha de nacimiento de los viajeros.","q_f83cf826","Los transportistas, respecto de las rutas procedentes de fuera del Espacio Schengen, están obligados a comunicar a las autoridades encargadas del control de entrada:","el número y tipo de documento de viaje que acredite la identida","1"
"48","Los transportistas, respecto de las rutas procedentes de fuera del Espacio Schengen, están obligados a comunicar a las autoridades encargadas del control de entrada:","el paso fronterizo de entrada.","q_f83cf826","Los transportistas, respecto de las rutas procedentes de fuera del Espacio Schengen, están obligados a comunicar a las autoridades encargadas del control de entrada:","el número y tipo de documento de viaje que acredite la identida","1"
"57","¿Todos los países que participan en la cooperación Schengen deben ser miembros del Espacio Schengen?","No es necesario porque el Tratado de Ámsterdam integró la cooperación de Schengen en el marco de la Unión Europea.","q_476b040a","¿Todos los países que participan en la cooperación Schengen son miembros del Espacio Schengen?","No, el Espacio Schengen es más restringido.","0.9184"
"66","¿Cuál de los siguientes países no pertenece al denominado ""Espacio Schengen""?","Marruecos.","q_0c45de73","¿Cuál de los siguientes países pertenece al denominado ""Espacio Schengen""?","Portugal.","0.9589"
"71","Si se incumplen las obligaciones aduaneras con una mercancía valorada en 12.000 euros, ¿se incurre en delito de contrabando?","Sí, cuando se trata de drogas tóxicas.","q_fdecd02a","Si se incumplen las obligaciones aduaneras con una mercancía de lícito comercio valorada en 5.000 euros, ¿se incurre en delito de contrabando?","No.","0.8478"
"3","¿Con qué se pueden mecanizar los procesos de manipulación de cargas?","• Paletización de bultos. • Carretillas elevadoras. • Cintas de transporte. • Todas las respuestas anteriores son correctas.","q_915b1413","¿Con qué se pueden mecanizar los procesos de manipulación de cargas?","Paletización de bultos.","1"
"5","¿Cuál de estas afirmaciones es incorrecta?","El diseño del habitáculo de conducción debe ser tal que, en caso de accidente, se maximicen los daños del conductor al impactar con el mismo.","q_15fe7b67","¿Cuál de estas afirmaciones es incorrecta?","Al efectuar las revisiones periódicas del vehículo, conviene supervisar el sistema de climatización.","1"
"6","¿Cuál de estas afirmaciones es incorrecta?","La mejor postura de trabajo es aquella que permite la mayor eficacia con la máxima presencia de fatiga.","q_15fe7b67","¿Cuál de estas afirmaciones es incorrecta?","Al efectuar las revisiones periódicas del vehículo, conviene supervisar el sistema de climatización.","1"
"7","¿Cuál de estas afirmaciones es incorrecta?","Conviene prolongar la misma postura en el lugar de trabajo.","q_15fe7b67","¿Cuál de estas afirmaciones es incorrecta?","Al efectuar las revisiones periódicas del vehículo, conviene supervisar el sistema de climatización.","1"
"8","¿Cuál de estas afirmaciones no es correcta?","Los instrumentos de mando estarán en una zona que permita un difícil acceso.","q_a15908f4","¿Cuál de estas afirmaciones no es correcta?","Los riesgos de accidente no desaparecen al bajar del vehículo.","1"
"9","¿Qué debe tener la cabina de conducción de un vehículo?","Reducción al máximo posible de los ruidos procedentes del propio vehículo y del tráfico en general.","q_673252a5","¿Qué debe tener la cabina de conducción de un vehículo?","Un buen sistema de calefacción, pero no de aire acondicionado.","1"
"14","¿Qué se debe evitar colocar en el espacio de conducción?","• Adornos colgados del espejo retrovisor. • Pegatinas en los cristales. • Las respuestas A y B son correctas.","q_b1993b34","¿Qué se debe evitar colocar en el espacio de conducción?","Adornos colgados del espejo retrovisor.","1"
"21","La Ergonomía proporciona recomendaciones respecto de los diferentes aspectos del trabajo. ¿Cuál es una de esas recomendaciones?","• Posturas. • Movimientos y esfuerzos. • Las respuestas A y C son correctas.","q_115e5104","La Ergonomía proporciona recomendaciones respecto de los diferentes aspectos del trabajo. ¿Cuál es una de esas recomendaciones?","Posturas.","1"
"22","La postura correcta para manipular una carga debe incluir:","tener el bulto tan cerca del cuerpo como sea posible.","q_879f162b","La postura correcta para manipular una carga debe incluir:","mantener las rodillas rígidas.","1"
"25","Los equipos de protección individual del trabajador deberán comercializarse siempre marcados y acompañados de:","instrucciones de uso.","q_d0858ea1","Los equipos de protección individual del trabajador deberán comercializarse siempre marcados y acompañados de:","las pilas para su funcionamiento.","1"
"28","Como medida de prevención de riesgos para el conductor, es importante que el respaldo de su asiento en el vehículo:","cubra completamente la espalda.","q_e2cfc5ec","Como medida de prevención de riesgos para el conductor, es importante que el respaldo de su asiento en el vehículo:","sea muy mullido.","1"
"31","Cuando los equipos de protección individual superen los controles estipulados, se deberá estampar sobre el producto…","el marcado CE que, en el caso de los equipos de categoría III, irá seguido del número de identificación del organismo notificado que haya participado en el procedimiento de evaluación de la conformidad.","q_3c6ce90f","Cuando los equipos de protección individual superen los controles estipulados, se deberá estampar sobre el producto:","las siglas ""CE"", que irán seguidas de un número de cuatro dígitos en el caso de los equipos de categoría III.","0.9913"
"35","El espacio y los medios de trabajo deben ser concebidos teniendo en cuenta:","• la altura a la que se realiza el trabajo. • el asiento en el que se realiza el trabajo. • las medidas del cuerpo humano. • Todas las respuestas anteriores son correctas.","q_bc7652d0","El espacio y los medios de trabajo deben ser concebidos teniendo en cuenta:","la altura a la que se realiza el trabajo.","1"
"42","En el puesto de conducción, es importante tener en cuenta:","• la reducción al máximo de los ruidos en el vehículo. • conseguir una temperatura ideal dentro del vehículo. • conseguir una visibilidad plena de la carretera, de los espejos retrovisores y de los instrumentos indicadores. • Todas las respuestas anteriores son correctas.","q_8ba1126f","En el puesto de conducción, es importante tener en cuenta:","la reducción al máximo de los ruidos en el vehículo.","1"
"43","En el puesto de conducción, la temperatura es un factor a tener en cuenta:","En todo momento, es necesario mantener una temperatura ideal.","q_9900faa1","En el puesto de conducción, la temperatura es un factor a tener en cuenta:","sólo en verano.","1"
"45","Respecto al confort ambiental del espacio de conducción, es necesario:","que reduzca al máximo posible los ruidos del vehículo y tráfico.","q_dd7e004d","Respecto al confort ambiental del espacio de conducción, es necesario:","que permita escuchar sólo los ruidos del vehículo.","1"
"48","Según la Ergonomía, en el lugar de trabajo debe cuidarse:","• la temperatura. • la iluminación. • la renovación del aire. • Todas las respuestas anteriores son correctas.","q_1051bb53","Según la Ergonomía, en el lugar de trabajo debe cuidarse:","la temperatura.","1"
"49","Señale la respuesta correcta respecto a los equipos de protección individual.","• Se pueden clasificar en función del riesgo que contrarrestan. • Se aplican para disminuir las lesiones del trabajador. • Se pueden clasificar en función de la parte del cuerpo que protegen. • Todas las respuestas anteriores son correctas.","q_592727ad","Señale la respuesta correcta respecto a los equipos de protección individual.","Se pueden clasificar en función del riesgo que contrarrestan.","1"
"51","Son equipos de protección individual de las vías respiratorias:","• los equipos aislantes de aire libre. • los equipos de submarinismo. • los equipos respiratorios con máscara amovible para soldadura. • Todas las respuestas anteriores son correctas.","q_4f9f742f","Son equipos de protección individual de las vías respiratorias:","los equipos aislantes de aire libre.","1"
"66","La aplicación de los conocimientos ergonómicos al ámbito del trabajo es fundamental para:","la prevención de problemas de salud.","q_aeefd7be","La aplicación de los conocimientos ergonómicos al ámbito del trabajo es fundamentalmente para:","la eliminación de riesgos físicos.","0.9462"
"67","La aplicación de los conocimientos ergonómicos al ámbito del trabajo es fundamental para:","incrementar el bienestar del trabajador.","q_aeefd7be","La aplicación de los conocimientos ergonómicos al ámbito del trabajo es fundamentalmente para:","la eliminación de riesgos físicos.","0.9462"
"68","La aplicación de los conocimientos ergonómicos al ámbito del trabajo es fundamental para:","incrementar el rendimiento del trabajador.","q_aeefd7be","La aplicación de los conocimientos ergonómicos al ámbito del trabajo es fundamentalmente para:","la eliminación de riesgos físicos.","0.9462"
"70","Señale la afirmación incorrecta con relación al puesto de conducción.","El asiento debe estar lo más separado posible, aunque haya que estirarse.","q_11eb01a9","Señale la afirmación incorrecta con relación al puesto de conducción.","El respaldo debe contar con reposacabezas.","1"
"79","¿Cuál de las siguientes conductas no es correcta para trabajar de pie?","Es conveniente trabajar mejor sobre asfalto que sobre madera pues es más rígido.","q_f94140c2","¿Cuál de las siguientes conductas no es correcta para trabajar de pie?","Si hay que inclinarse, se flexionarán las rodillas.","1"
"84","El tipo de esfuerzo requerido para el manejo de la carga del vehículo influye en el nivel de riesgo. Así, es más segura la manipulación que exija:","no realizar esfuerzos.","q_60790e2c","El tipo de esfuerzo requerido para el manejo de la carga del vehículo influye en el nivel de riesgo. Así, es más segura la manipulación que exija:","esfuerzos escalonados.","1"
"86","¿Cómo debe ser el medio en el que se realiza la actividad laboral?","Con ausencia de ruidos.","q_274927e6","¿Cómo debe ser el medio en el que se realiza la actividad laboral?","Un espacio de trabajo amplio.","1"
"87","Para el levantamiento de pesos en posición sentado, se recomienda que estos","no superen los: 5 kilogramos.","q_82f492fe","Para el levantamiento de pesos en posición sentado se recomienda que éstos no superen los:","5 kilogramos.","0.8315"
"92","¿Cuál es la finalidad de la Ergonomía en el ámbito del trabajo?","Incrementar el bienestar del empresario.","q_737f2cb6","¿Cuál es la finalidad de la Ergonomía en el ámbito del trabajo?","Incrementar el bienestar del trabajador y el rendimiento del mismo.","1"
"96","¿Cuáles son equipos de protección individual de la piel?","Cremas y lociones barrera.","q_2fbdcca8","¿Cuáles son los equipos de protección individual de la piel?","Protectores auditivos.","0.931"
"98","¿Cuáles son equipos de protección individual de pies y piernas?","• Equipos filtrantes. • Dediles. • Equipos aislantes. • Todas las respuestas anteriores son incorrectas.","q_dd9375a3","¿Cuáles son los equipos de protección individual de pies y piernas?","Pantallas faciales.","0.9385"
"99","¿Cuáles son equipos de protección individual de pies y piernas?","Calzado y cubrecalzado de protección contra el frío.","q_dd9375a3","¿Cuáles son los equipos de protección individual de pies y piernas?","Pantallas faciales.","0.9385"
"100","¿Cuáles son los objetivos de la Ergonomía en el ámbito laboral?","• Diseñar las máquinas pensando en la mayor seguridad y eficacia. • Configurar los puestos de trabajo de modo que permitan una postura no perjudicial. • Adaptar el entorno de trabajo a las necesidades humanas. • Todas las respuestas anteriores son correctas.","q_f7527395","¿Cuáles son los objetivos de la Ergonomía en el ámbito laboral?","Diseñar las máquinas pensando en la mayor seguridad y eficacia.","1"
"103","¿Cuál es la ciencia fundamental por su aportación a la Ergonomía?","• Anatomía. • Fisiología humana. • Psicología. • Todas las respuestas anteriores son correctas.","q_f33fda9a","¿Cuál es la ciencia fundamental por su aportación a la Ergonomía?","Anatomía.","1"
"107","¿Con qué ciencia trabaja la Ergonomía?","• Anatomía. • Psicología. • Fisiología. • Todas las respuestas anteriores son correctas.","q_4a4dd070","¿Con qué ciencia trabaja la Ergonomía?","Anatomía.","1"
"110","¿Qué circunstancias no favorecen la aparición de molestias en la espalda de los conductores?","El buen funcionamiento del sistema de suspensión del vehículo.","q_f3083eb4","¿Qué circunstancias no favorecen la aparición de molestias en la espalda de los conductores?","Diseño defectuoso del asiento.","1"
"126","¿Qué medidas es necesario establecer para tener una visibilidad plena de la carretera?","Evitar la colocación de objetos que impidan una correcta visibilidad.","q_8086017a","¿Qué medidas es necesario establecer para tener una visibilidad plena de la carretera?","Colocar un adorno colgado del espejo retrovisor.","1"
"132","¿Qué tipo de suelo es capaz de absorber y amortiguar parte del peso del cuerpo?","Moqueta.","q_63bda9e9","¿Qué tipo de suelo es capaz de absorber y amortiguar parte del peso del cuerpo?","Cemento.","1"
"134","¿Por qué no es recomendable saltar desde la cabina del vehículo al suelo para bajar?","• Perjudica la columna. • Perjudica las articulaciones de la rodilla. • Perjudica las articulaciones de los tobillos. • Todas las respuestas anteriores son correctas.","q_453c645c","¿Por qué no es recomendable saltar desde la cabina del vehículo al suelo para bajar?","Perjudica la columna.","1"
"151","Para el levantamiento de pesos en posición sentado, se recomienda que los","objetos no superen los: 5 kg.","q_82f492fe","Para el levantamiento de pesos en posición sentado se recomienda que éstos no superen los:","5 kilogramos.","0.809"
"4","¿Qué funciones cumplen los nutrientes?","• Conseguir la energía necesaria para realizar las funciones vitales. • Formar y mantener órganos. • Regular todos los procesos que tienen lugar en nuestro organismo. • Todas las respuestas anteriores son correctas.","q_0083f706","¿Qué funciones cumplen los nutrientes?","Conseguir la energía necesaria para realizar las funciones vitales.","1"
"10","Al tomar medicamentos:","debemos informarnos de los efectos secundarios que pueden producir.","q_e9cc20a8","Al tomar medicamentos,:","podemos circular normalmente, sin preocupación.","1"
"13","La mezcla de medicamentos y alcohol:","puede producir reacciones imprevisibles y difícilmente controlables por el conductor.","q_e7fd5ae4","La mezcla de medicamentos y alcohol:","es aconsejable ya que aumenta la efectividad de los medicamentos.","1"
"18","Los mareos y los desvanecimientos pueden provenir de:","una mala alimentación.","q_56f9c61e","Los mareos y los desvanecimientos pueden provenir de:","dormir más de ocho horas.","1"
"21","El estrés, en los conductores profesionales, ¿de qué puede ser consecuencia?","• Sobrecarga de trabajo. • Ritmo de vida acelerado. • Problemas de inseguridad o de frustración profesional. • Todas las respuestas anteriores son correctas.","q_64de9322","El estrés, en los conductores profesionales, ¿de qué puede ser consecuencia?","Sobrecarga de trabajo.","1"
"23","Señale la respuesta correcta respecto a la toma de alcohol:","Altera y disminuye las aptitudes para la conducción.","q_b648f5a1","Señale la respuesta correcta respecto a la toma de alcohol.","Sirve para combatir el frío.","1"
"24","Señale la respuesta correcta respecto a los microsueños:","• Son una reacción del organismo ante el déficit de sueño. • Hacen que durante un brevísimo espacio de tiempo se pierda la conciencia respecto a la carretera. • Son los causantes de muchos accidentes que se producen en tramos rectos con salida de la vía y no tienen una explicación clara. • Todas las respuestas anteriores son correctas.","q_94b61504","Señale la respuesta correcta respecto a los microsueños.","Son una defensa del organismo por no dormir.","1"
"26","Si vamos a conducir, ¿qué es recomendable?","• Comidas no muy copiosas. • Comidas fáciles de digerir. • Una dieta rica en hidratos de carbono y pescado. • Todas las respuestas anteriores son correctas.","q_2a62a7f3","Si vamos a conducir, ¿qué es recomendable?","Comidas no muy copiosas.","1"
"27","Tener el vehículo mal ventilado y estar en una postura incomoda al volante, ¿qué puede provocar?","Fatiga.","q_beaefa47","Tener el vehículo mal ventilado y estar en una postura incomoda al volante, ¿qué puede provocar?","Somnolencia.","1"
"39","¿Cuáles son los efectos que suele producir la heroína en la conducción?","Confusión mental.","q_417d336a","¿Cuáles son los efectos que suele producir la heroína en la conducción?","Un fuerte shock con convulsiones y calambres, pudiendo originar actuaciones violentas.","1"
"43","¿La falta de sueño puede alterar el comportamiento del conductor?","Sí, generando nerviosismo y agresividad.","q_92f16745","¿La falta de sueño puede alterar el comportamiento del conductor?","Sí, generando agresividad y nerviosismo.","1"
"46","¿Qué consecuencias tiene la somnolencia sobre la conducción?","Alteración de las funciones sensoriales.","q_1521f22b","¿Qué consecuencias tiene la somnolencia en la conducción?","Disminución del tiempo de reacción.","0.9138"
"49","¿Qué funciones corporales aumentan de día y disminuyen de noche?","• La temperatura. • La capacidad respiratoria. • La capacidad mental. • Todas las respuestas anteriores son correctas.","q_e28b8118","¿Qué funciones corporales aumentan de día y disminuyen de noche?","La temperatura.","1"
"61","Una dosis adecuada de café o de otros estimulantes naturales, ¿qué beneficios genera?","• Alivia la fatiga. • Facilita los reflejos. • Ayuda a mantener el estado de vigilia. • Todas las respuestas anteriores son correctas.","q_468551e9","Una dosis adecuada de café o de otros estimulantes naturales, ¿qué beneficios genera?","Alivia la fatiga.","1"
"64","Durante viajes largos y sobre todo por la noche, ¿qué bebida no es aconsejable tomar?","Leche caliente.","q_76682f29","Durante viajes largos y sobre todo por la noche, ¿qué bebida es aconsejable tomar?","Zumos.","0.9634"
"65","¿Qué efectos pueden provocar los fármacos?","• Somnolencia. • Fatiga muscular. • Mareos. • Todas las respuestas anteriores son correctas.","q_926b8fec","¿Qué efectos pueden provocar los fármacos?","Somnolencia.","1"
"80","Bajo una situación de somnolencia, ¿qué factores psicofísicos del conductor se ven afectados?","• La percepción. • El razonamiento. • Los reflejos y el tiempo de reacción. • Todas las respuestas anteriores son correctas.","q_f28ed55d","Bajo una situación de sueño, ¿qué factores psicofísicos del conductor se ven afectados?","La percepción.","0.9111"
"81","¿Qué medicamentos nos pueden producir somnolencia?","• Ansiolíticos. • Sedantes. • Hipnóticos. • Todas las respuestas anteriores son correctas.","q_bf60501c","¿Qué medicamentos nos pueden producir somnolencia?","Ansiolíticos.","1"
"85","¿A partir de qué nivel de alcohol en sangre se producen efectos directos en el cerebro?","0,3 gramos por litro o incluso inferiores.","q_8cf50aa9","¿A partir de qué porcentaje de alcohol en sangre se producen efectos directos en el cerebro?","0,3 gramos por litro.","0.9"
"95","¿Cuáles son los efectos más comunes que produce la cocaína en la conducción?","Minusvaloración de los riesgos.","q_7a4ba2f9","¿Cuáles son los efectos más comunes que produce la cocaína en la conducción?","Adopción de conductas peligrosas.","1"
"101","¿De qué depende el nivel de alcohol en sangre?","• De la rapidez de la toma. • De la tolerancia personal. • De la edad. • Todas las respuestas son correctas.","q_977596c8","¿De qué depende el nivel de alcohol en sangre?","De la rapidez de la toma.","1"
"15","¿Qué es lo primero que debemos hacer en caso de accidente?","Preservar la seguridad de la zona del accidente.","q_de2a0bf2","¿Qué es lo primero que debemos hacer en caso de accidente?","Preservar la segurida","1"
"29","En un vehículo de transporte de viajeros de hasta nueve plazas, incluido el conductor, ¿qué extintor es obligatorio llevar?","Ninguno.","q_dd5992fd","En un vehículo de transporte de viajeros de hasta nueve plazas, incluido el conductor, ¿qué extintor deberá ir instalado?","Uno de la clase 5A/21B.","0.8487"
"57","En la declaración amistosa de accidentes es imprescindible:","• hacer constar siempre la fecha y hora del accidente. • identificar el lugar del accidente mediante calle o vía y población. • anotar la matrícula de los vehículos implicados. • Todas las respuestas anteriores son correctas.","q_b3a498f1","En la declaración amistosa de accidentes es imprescindible:","hacer constar siempre la fecha y hora del accidente.","1"
"59","En los vehículos de transporte de mercancías de hasta 3.500 kg de MMA, ¿qué extintor es obligatorio llevar?","Ninguno.","q_40fa2f47","En los vehículos de transporte de mercancías de hasta 3.500 kg de MMA, ¿qué extintor deberá ir instalado?","Uno de la clase 13A/55B.","0.8252"
"74","¿Qué pauta de actuación en caso de incendio de un vehículo no es correcta?","No intentar apagar el fuego con el extintor, eso es cosa de los bomberos.","q_ade79422","¿Qué pauta de actuación que debe seguirse en caso de incendio de un vehículo no es correcta?","Informar a los pasajeros de las instrucciones recibidas respecto a la continuidad de su viaje.","0.8"
"77","¿Qué pauta de actuación en caso de incendio de un vehículo no es correcta?","Utilizando el botiquín del autobús, el conductor debe curar a los heridos.","q_ade79422","¿Qué pauta de actuación que debe seguirse en caso de incendio de un vehículo no es correcta?","Informar a los pasajeros de las instrucciones recibidas respecto a la continuidad de su viaje.","0.8"
"78","De las siguientes actuaciones que pueden realizarse en caso de incendio en un autobús, ¿cuál es la menos adecuada?","Comunicar precipitadamente la situación a los viajeros, con riesgo de provocar pánico.","q_b0686ee9","De las siguientes actuaciones que pueden realizarse en caso de incendio en un autobús, ¿cuál es la menos correcta?","Comunicar a la empresa lo acontecido.","0.9369"
"79","¿Qué pauta de actuación, en caso de incendio de un vehículo, no es correcta?","No intentar apagar el fuego con el extintor, eso es cosa de los bomberos.","q_ade79422","¿Qué pauta de actuación que debe seguirse en caso de incendio de un vehículo no es correcta?","Informar a los pasajeros de las instrucciones recibidas respecto a la continuidad de su viaje.","0.8"
"86","¿Qué actuaciones deben realizarse en caso de puertas bloqueadas en un vehículo de transporte de viajeros?","• El conductor indicará a los viajeros la situación de las diferentes salidas. • El conductor indicará a los viajeros la situación de los martillos rompecristales. • Las respuestas A y B son correctas.","q_ac588702","¿Qué actuaciones deben realizarse en caso de puertas bloqueadas en un vehículo de transporte de viajeros?","El conductor indicará a los viajeros la situación de las diferentes salidas.","1"
"87","Ante una situación como la caída de carga sobre la vía, ¿qué actuaciones deben realizarse?","• Se deberá apartar el vehículo para evitar que, junto con la carga caída, acreciente el riego provocado. • Se deberá retirar o apartar el obstáculo. • Se deberá dejar lo más limpia posible la calzada. • Todas las respuestas anteriores son correctas.","q_93502fa3","Ante una situación como la caída de carga sobre la vía, ¿qué actuaciones  deben realizarse?","Se deberá apartar el vehículo para evitar que, junto con la carga caída, acreciente el riego provocado.","1"
"91","¿Cuándo está especialmente aconsejado que el conductor evacúe el vehículo?","Cuando el vehículo se ha detenido sobre un cruce con una vía de ferrocarril y no es posible moverlo.","q_f3664cb1","¿Cuándo es especialmente aconsejable que el conductor evacue el vehículo?","El vehículo se ha incendiado o existe la amenaza de un incendio.","0.9306"
"92","¿Cuándo está especialmente aconsejado que el conductor evacúe el vehículo?","En caso de accidente, cuando la posición del vehículo puede cambiar y aumentar el peligro.","q_f3664cb1","¿Cuándo es especialmente aconsejable que el conductor evacue el vehículo?","El vehículo se ha incendiado o existe la amenaza de un incendio.","0.9306"
