"pdfNumber","pdfQuestion","similarity","packId","packQuestion","packCategory","answerStatus","pdfAnswer","packCorrect"
"5","En relación con las rutas de fuera del Espacio Schengen, los transportistas están obligados a comprobar:","0.9273","q_4ac4b3f6","En relación con las rutas de fuera del llamado ""Espacio Schengen"", los transportistas están obligados a comprobar:","Normativa de transportes","ANSWER_MATCH","la validez y vigencia de los títulos de viaje y de los documentos de identidad de sus pasajeros.","la validez y vigencia de los títulos de viaje y de los documentos de identidad de sus pasajeros."
"6","Las infracciones administrativas en materia de extranjería se sancionan en España con:","0.9529","q_c2c3ea3c","Las infracciones administrativas en materia de extranjería se sancionan en España:","Geral","NEEDS_REVIEW","multa.","con multa."
"17","Los transportistas que trasladan a extranjeros al territorio de los Estados miembros del Acuerdo de Schengen, ¿tienen algún papel en la lucha contra la inmigración ilegal?","0.9385","q_de035d02","Los transportistas que trasladan a nacionales extranjeros al territorio de los Estados miembros del Acuerdo de Schengen, ¿tienen algún papel en la lucha contra la inmigración ilegal?","Geral","ANSWER_MATCH","Están obligados a cumplir las obligaciones de control que les incumben según el Tratado Schengen.","Están obligados a cumplir las obligaciones de control que les incumben según el Tratado Schengen."
"19","Según la regulación del Espacio Schengen, si no es posible por parte del transportista la devolución inmediata al lugar de procedencia de un nacional de un país tercero al que se haya denegado la entrada, el transportista:","0.9224","q_6830c5a2","Según la regulación del Espacio Schengen, si no es posible por parte del transportista la devolución inmediata al lugar de procedencia de un nacional de un país tercero al que se haya denegado la entrada,:","Geral","ANSWER_MATCH","deberá hacerse responsable de los gastos de estancia y regreso al lugar de procedencia.","el transportista deberá hacerse responsable de los gastos de estancia y regreso al lugar de procedencia."
"57","¿Todos los países que participan en la cooperación Schengen deben ser miembros del Espacio Schengen?","0.9184","q_476b040a","¿Todos los países que participan en la cooperación Schengen son miembros del Espacio Schengen?","Geral","ANSWER_CONFLICT","No es necesario porque el Tratado de Ámsterdam integró la cooperación de Schengen en el marco de la Unión Europea.","No, el Espacio Schengen es más restringido."
"66","¿Cuál de los siguientes países no pertenece al denominado ""Espacio Schengen""?","0.9589","q_0c45de73","¿Cuál de los siguientes países pertenece al denominado ""Espacio Schengen""?","Geral","ANSWER_CONFLICT","Marruecos.","Portugal."
"71","Si se incumplen las obligaciones aduaneras con una mercancía valorada en 12.000 euros, ¿se incurre en delito de contrabando?","0.8478","q_fdecd02a","Si se incumplen las obligaciones aduaneras con una mercancía de lícito comercio valorada en 5.000 euros, ¿se incurre en delito de contrabando?","Carga y logística","ANSWER_CONFLICT","Sí, cuando se trata de drogas tóxicas.","No."
"19","La aplicación de los conocimientos ergonómicos al ámbito del trabajo es fundamentalmente para…","0.9894","q_aeefd7be","La aplicación de los conocimientos ergonómicos al ámbito del trabajo es fundamentalmente para:","Geral","ANSWER_MATCH","la eliminación de riesgos físicos.","la eliminación de riesgos físicos."
"24","Los equipos de protección individual (EPI)…","0.9756","q_b5a54e4f","Los equipos de protección individual (EPI):","Geral","ANSWER_MATCH","tienen la finalidad de disminuir o impedir las lesiones.","tienen la finalidad de disminuir o impedir las lesiones."
"26","Los esfuerzos musculares en el trabajo…","0.9744","q_c2fcbbb5","Los esfuerzos musculares en el trabajo:","Geral","ANSWER_MATCH","se realizarán con los grupos de músculos apropiados.","se realizarán con los grupos de músculos apropiados."
"31","Cuando los equipos de protección individual superen los controles estipulados, se deberá estampar sobre el producto…","0.9913","q_3c6ce90f","Cuando los equipos de protección individual superen los controles estipulados, se deberá estampar sobre el producto:","Geral","ANSWER_CONFLICT","el marcado CE que, en el caso de los equipos de categoría III, irá seguido del número de identificación del organismo notificado que haya participado en el procedimiento de evaluación de la conformidad.","las siglas ""CE"", que irán seguidas de un número de cuatro dígitos en el caso de los equipos de categoría III."
"64","De las siguientes respuestas, señale la que no esté relacionada con la","0.8734","q_fb9a671d","De las siguientes respuestas, señale la que no esté relacionada con la Ergonomía.","Salud y ergonomía","NEEDS_REVIEW","Ergonomía. Ganancias monetarias.","Ganancias monetarias."
"65","La aplicación de los conocimientos ergonómicos al ámbito del trabajo es fundamental para:","0.9462","q_aeefd7be","La aplicación de los conocimientos ergonómicos al ámbito del trabajo es fundamentalmente para:","Geral","ANSWER_MATCH","la eliminación de riesgos físicos.","la eliminación de riesgos físicos."
"66","La aplicación de los conocimientos ergonómicos al ámbito del trabajo es fundamental para:","0.9462","q_aeefd7be","La aplicación de los conocimientos ergonómicos al ámbito del trabajo es fundamentalmente para:","Geral","ANSWER_CONFLICT","la prevención de problemas de salud.","la eliminación de riesgos físicos."
"67","La aplicación de los conocimientos ergonómicos al ámbito del trabajo es fundamental para:","0.9462","q_aeefd7be","La aplicación de los conocimientos ergonómicos al ámbito del trabajo es fundamentalmente para:","Geral","ANSWER_CONFLICT","incrementar el bienestar del trabajador.","la eliminación de riesgos físicos."
"68","La aplicación de los conocimientos ergonómicos al ámbito del trabajo es fundamental para:","0.9462","q_aeefd7be","La aplicación de los conocimientos ergonómicos al ámbito del trabajo es fundamentalmente para:","Geral","ANSWER_CONFLICT","incrementar el rendimiento del trabajador.","la eliminación de riesgos físicos."
"83","El tipo de esfuerzo requerido para el manejo de la carga del vehículo influye en el nivel de riesgo. Así, es más segura la manipulación que se realice…","0.9933","q_ea948a43","El tipo de esfuerzo requerido para el manejo de la carga del vehículo influye en el nivel de riesgo. Así, es más segura la manipulación que se realice:","Carga y logística","ANSWER_MATCH","con esfuerzos cortos.","con esfuerzos cortos."
"87","Para el levantamiento de pesos en posición sentado, se recomienda que estos","0.8315","q_82f492fe","Para el levantamiento de pesos en posición sentado se recomienda que éstos no superen los:","Carga y logística","ANSWER_CONFLICT","no superen los: 5 kilogramos.","5 kilogramos."
"96","¿Cuáles son equipos de protección individual de la piel?","0.931","q_2fbdcca8","¿Cuáles son los equipos de protección individual de la piel?","Geral","ANSWER_CONFLICT","Cremas y lociones barrera.","Protectores auditivos."
"98","¿Cuáles son equipos de protección individual de pies y piernas?","0.9385","q_dd9375a3","¿Cuáles son los equipos de protección individual de pies y piernas?","Geral","ANSWER_CONFLICT","• Equipos filtrantes. • Dediles. • Equipos aislantes. • Todas las respuestas anteriores son incorrectas.","Pantallas faciales."
"99","¿Cuáles son equipos de protección individual de pies y piernas?","0.9385","q_dd9375a3","¿Cuáles son los equipos de protección individual de pies y piernas?","Geral","ANSWER_CONFLICT","Calzado y cubrecalzado de protección contra el frío.","Pantallas faciales."
"102","¿Cuál es u1na postura incorrecta al manipular cargas en el trabajo?","0.9846","q_e2301d87","¿Cuál es una postura incorrecta al manipular cargas en el trabajo?","Salud y ergonomía","ANSWER_MATCH","El bulto tan lejos del cuerpo como se pueda.","El bulto tan lejos del cuerpo como se pueda."
"145","¿En qué categoría se incluyen los equipos destinados a proteger contra riesgos de grado medio?","0.902","q_bf14cf13","¿En qué categoría se incluyen los equipos destinados a proteger contra riesgos de grado medio o elevado?","Geral","ANSWER_MATCH","Categoría II.","Categoría II."
"151","Para el levantamiento de pesos en posición sentado, se recomienda que los","0.809","q_82f492fe","Para el levantamiento de pesos en posición sentado se recomienda que éstos no superen los:","Carga y logística","ANSWER_CONFLICT","objetos no superen los: 5 kg.","5 kilogramos."
"6","¿Qué precauciones son recomendables para evitar la aparición de fatiga durante de la conducción?","0.9368","q_ca7a5fec","¿Qué precauciones son recomendables para evitar la aparición del estrés durante de la conducción?","Salud y ergonomía","ANSWER_MATCH","Realizar ejercicios relajantes con cierta frecuencia.","Realizar ejercicios relajantes con cierta frecuencia."
"22","Para evitar el cansancio en la conducción se recomienda realizar paradas cada:","0.9506","q_921db355","Para evitar el cansancio en la conducción se recomienda realizar las paradas cada:","Salud y ergonomía","ANSWER_MATCH","150 km - 200 km.","150 km - 200 km."
"46","¿Qué consecuencias tiene la somnolencia sobre la conducción?","0.9138","q_1521f22b","¿Qué consecuencias tiene la somnolencia en la conducción?","Salud y ergonomía","ANSWER_CONFLICT","Alteración de las funciones sensoriales.","Disminución del tiempo de reacción."
"47","¿Qué elementos pueden perjudicar la calidad de la comprensión de la información en la conducción?","0.9053","q_9b411261","¿Qué elementos pueden afectar a la calidad de la comprensión de la información en la conducción?","Geral","ANSWER_MATCH","La fatiga.","La fatiga."
"55","¿Cuál de las siguientes afirmaciones no se refiere a una función de los nutrientes?","0.8642","q_81865aac","¿Cuál de las siguientes afirmaciones no es una función de los nutrientes?","Geral","ANSWER_MATCH","Favorecen el sobrepeso de los conductores.","Favorecen el sobrepeso de los conductores."
"59","¿Qué consecuencias puede tener en verano un aumento de la transpiración que lleve a deshidratación?","0.8866","q_18618453","¿Qué consecuencias puede tener en verano un aumento de la transpiración y deshidratación?","Salud y ergonomía","ANSWER_MATCH","Incremento de la fatiga muscular.","Incremento de la fatiga muscular."
"64","Durante viajes largos y sobre todo por la noche, ¿qué bebida no es aconsejable tomar?","0.9634","q_76682f29","Durante viajes largos y sobre todo por la noche, ¿qué bebida es aconsejable tomar?","Salud y ergonomía","ANSWER_CONFLICT","Leche caliente.","Zumos."
"80","Bajo una situación de somnolencia, ¿qué factores psicofísicos del conductor se ven afectados?","0.9111","q_f28ed55d","Bajo una situación de sueño, ¿qué factores psicofísicos del conductor se ven afectados?","Salud y ergonomía","ANSWER_CONFLICT","• La percepción. • El razonamiento. • Los reflejos y el tiempo de reacción. • Todas las respuestas anteriores son correctas.","La percepción."
"85","¿A partir de qué nivel de alcohol en sangre se producen efectos directos en el cerebro?","0.9","q_8cf50aa9","¿A partir de qué porcentaje de alcohol en sangre se producen efectos directos en el cerebro?","Normativa de transportes","ANSWER_CONFLICT","0,3 gramos por litro o incluso inferiores.","0,3 gramos por litro."
"91","¿Qué tipo de drogas producen efectos como sedación, laxitud y vértigo?","0.9571","q_1d1cca8d","¿Qué tipo de drogas producen efectos como la sedación, laxitud y vértigo?","Salud y ergonomía","ANSWER_MATCH","Depresoras.","Depresoras."
"107","La máxima concentración de alcohol en la sangre se alcanza después de:","0.9857","q_dd6c03a8","La máxima concentración del alcohol en la sangre se alcanza después de:","Salud y ergonomía","ANSWER_MATCH","media hora con el estómago vacío.","media hora con el estómago vacío."
"108","El exceso de alcohol en la sangre incide en la conducción porque:","0.8451","q_49d0af9d","El exceso de alcohol en la sangre puede incidir en la conducción en que:","Salud y ergonomía","ANSWER_MATCH","disminuye la capacidad de reacción.","disminuye la capacidad de reacción."
"1","Tras la evacuación de un autobús, ¿a qué distancia es aconsejable que se sitúen los pasajeros para evitar riesgos?","0.9469","q_f51604f0","Tras la evacuación de un autobús, ¿a qué distancia es aconsejable que se lleven a los pasajeros para evitar riesgos?","Conducción racional","NEEDS_REVIEW","Como mínimo a 30 metros.","Al menos a 200 metros."
"11","¿Cuál de las siguientes actuaciones deberá realizar en primer lugar el conductor, en el supuesto de necesidad de evacuación de los pasajeros de un autobús?","0.9145","q_478e57bd","¿Cuál de las siguientes actuaciones deberá realizar en primer lugar el conductor, en el supuesto de evacuación de los pasajeros de un autobús?","Conducción racional","ANSWER_MATCH","Asegurar el vehículo activando las luces intermitentes de emergencia.","Asegurar el vehículo activando las luces intermitentes de emergencia."
"17","¿Qué lugar ocupa una rueda que arde en el llamado ""triángulo del fuego""?","0.8971","q_9e2fface","¿Qué lugar ocupa una rueda ardiente en el llamado ""triángulo del fuego""?","Seguridad vial","ANSWER_MATCH","Es la sustancia combustible.","Es la sustancia combustible."
"25","Al socorrer a los heridos en un accidente de circulación, ¿debemos taparlos con una manta o prenda similar?","0.8532","q_f212d090","Al socorrer a los heridos en un accidente de circulación, ¿les deberemos tapar con una manta o artículo similar?","Seguridad vial","ANSWER_MATCH","Sí, tanto en verano como en invierno para evitar la pérdida de calor.","Sí, tanto en verano como en invierno para evitar la pérdida de calor."
"29","En un vehículo de transporte de viajeros de hasta nueve plazas, incluido el conductor, ¿qué extintor es obligatorio llevar?","0.8487","q_dd5992fd","En un vehículo de transporte de viajeros de hasta nueve plazas, incluido el conductor, ¿qué extintor deberá ir instalado?","Normativa de transportes","ANSWER_CONFLICT","Ninguno.","Uno de la clase 5A/21B."
"34","Ante la caída de la carga sobre la calzada, y una vez que el conductor ha apartado el vehículo y señalizado el obstáculo, procederá a:","0.8015","q_65273510","Ante la caída de la carga sobre la calzada y una vez que el conductor ha apartado el vehículo, procederá a:","Seguridad vial","ANSWER_MATCH","retirar o apartar la carga derramada, si resulta posible, y dejar la calzada lo más limpia posible.","retirar o apartar la carga derramada y dejar la calzada lo más limpia posible."
"58","En los vehículos de transporte de mercancías de 20.000 kg de MMA, ¿qué extintor deberá ir instalado?","0.9412","q_4360fc34","En los vehículos de transporte de mercancías de hasta 20.000 kg de MMA, ¿qué extintor deberá ir instalado?","Normativa de transportes","ANSWER_MATCH","Uno de la clase 34A/144B.","Uno de la clase 34A/144B."
"59","En los vehículos de transporte de mercancías de hasta 3.500 kg de MMA, ¿qué extintor es obligatorio llevar?","0.8252","q_40fa2f47","En los vehículos de transporte de mercancías de hasta 3.500 kg de MMA, ¿qué extintor deberá ir instalado?","Normativa de transportes","ANSWER_CONFLICT","Ninguno.","Uno de la clase 13A/55B."
"60","En los vehículos de transporte de mercancías de 7.000 kg de MMA, ¿qué extintor deberá ir instalado?","0.9406","q_77493d9a","En los vehículos de transporte de mercancías de hasta 7.000 kg de MMA, ¿qué extintor deberá ir instalado?","Normativa de transportes","ANSWER_MATCH","Uno de clase 21A/113B.","Uno de clase 21A/113B."
"63","Para que la declaración amistosa de accidente sea válida, ¿por quién tiene que estar firmada?","0.989","q_b3c9634e","Para que la declaración amistosa de accidentes sea válida, ¿por quién tiene que estar firmada?","Seguridad vial","ANSWER_MATCH","Por los conductores implicados en el accidente.","Por los conductores implicados en el accidente."
"67","Tras un accidente de circulación, si se comprueba que un herido sufre una hemorragia, se deberá:","0.8925","q_43981127","Tras un accidente de circulación, si se comprueba que un herido sufre una hemorragia:","Primeros auxilios","ANSWER_MATCH","presionar sobre la herida con un trapo limpio.","se deberá presionar sobre la herida con un trapo limpio."
"74","¿Qué pauta de actuación en caso de incendio de un vehículo no es correcta?","0.8","q_ade79422","¿Qué pauta de actuación que debe seguirse en caso de incendio de un vehículo no es correcta?","Mecánica y mantenimiento","ANSWER_CONFLICT","No intentar apagar el fuego con el extintor, eso es cosa de los bomberos.","Informar a los pasajeros de las instrucciones recibidas respecto a la continuidad de su viaje."
"77","¿Qué pauta de actuación en caso de incendio de un vehículo no es correcta?","0.8","q_ade79422","¿Qué pauta de actuación que debe seguirse en caso de incendio de un vehículo no es correcta?","Mecánica y mantenimiento","ANSWER_CONFLICT","Utilizando el botiquín del autobús, el conductor debe curar a los heridos.","Informar a los pasajeros de las instrucciones recibidas respecto a la continuidad de su viaje."
"78","De las siguientes actuaciones que pueden realizarse en caso de incendio en un autobús, ¿cuál es la menos adecuada?","0.9369","q_b0686ee9","De las siguientes actuaciones que pueden realizarse en caso de incendio en un autobús, ¿cuál es la menos correcta?","Mecánica y mantenimiento","ANSWER_CONFLICT","Comunicar precipitadamente la situación a los viajeros, con riesgo de provocar pánico.","Comunicar a la empresa lo acontecido."
"79","¿Qué pauta de actuación, en caso de incendio de un vehículo, no es correcta?","0.8","q_ade79422","¿Qué pauta de actuación que debe seguirse en caso de incendio de un vehículo no es correcta?","Mecánica y mantenimiento","ANSWER_CONFLICT","No intentar apagar el fuego con el extintor, eso es cosa de los bomberos.","Informar a los pasajeros de las instrucciones recibidas respecto a la continuidad de su viaje."
"90","¿Cuándo está especialmente aconsejado que el conductor evacúe el vehículo?","0.9306","q_f3664cb1","¿Cuándo es especialmente aconsejable que el conductor evacue el vehículo?","Geral","ANSWER_MATCH","Cuando el vehículo se ha incendiado o existe la amenaza de un incendio.","El vehículo se ha incendiado o existe la amenaza de un incendio."
"91","¿Cuándo está especialmente aconsejado que el conductor evacúe el vehículo?","0.9306","q_f3664cb1","¿Cuándo es especialmente aconsejable que el conductor evacue el vehículo?","Geral","ANSWER_CONFLICT","Cuando el vehículo se ha detenido sobre un cruce con una vía de ferrocarril y no es posible moverlo.","El vehículo se ha incendiado o existe la amenaza de un incendio."
"92","¿Cuándo está especialmente aconsejado que el conductor evacúe el vehículo?","0.9306","q_f3664cb1","¿Cuándo es especialmente aconsejable que el conductor evacue el vehículo?","Geral","ANSWER_CONFLICT","En caso de accidente, cuando la posición del vehículo puede cambiar y aumentar el peligro.","El vehículo se ha incendiado o existe la amenaza de un incendio."
"93","¿Cuándo está especialmente aconsejado que el conductor evacúe el vehículo?","0.9306","q_f3664cb1","¿Cuándo es especialmente aconsejable que el conductor evacue el vehículo?","Geral","ANSWER_CONFLICT","Cuando existe el peligro inminente de un choque.","El vehículo se ha incendiado o existe la amenaza de un incendio."
"98","Ante una situación de emergencia, ¿cuál debería ser uno de los criterios de actuación del conductor?","0.8","q_84097f93","Ante una situación de emergencia, ¿cuál debería ser uno de los objetivos principales de las actuaciones del conductor?","Geral","ANSWER_CONFLICT","• Siempre se debe conservar la calma. • Las actuaciones deben tener como primer objetivo la preservación de la seguridad de todas aquellas personas que puedan verse afectadas (pasajeros, resto de usuarios de la vía...). • Las actuaciones no pueden incrementar el desconcierto y la angustia de los afectados. • Todas las respuestas anteriores son correctas.","Siempre se debe conservar la calma."
"99","Ante una situación de emergencia, ¿cuál no debería ser uno de los objetivos prioritarios de las actuaciones del conductor?","0.9244","q_84097f93","Ante una situación de emergencia, ¿cuál debería ser uno de los objetivos principales de las actuaciones del conductor?","Geral","ANSWER_CONFLICT","La preservación del vehículo y de la carga.","Siempre se debe conservar la calma."
"102","¿Cómo se debe proceder ante un quemado en un accidente de tráfico?","0.8281","q_1b0c5593","¿Cómo se debe proceder ante un quemado en un accidente?","Seguridad vial","ANSWER_MATCH","No se le deben retirar los restos de ropa quemada.","No se les debe retirar los restos de ropa quemada."
"105","¿Qué actuación es aconsejable realizar en caso de evacuación de un vehículo?","0.8315","q_93c2a6a7","¿Qué actuación es aconsejable realizar en caso de evacuación de un vehículo de transportes?","Seguridad vial","ANSWER_CONFLICT","• Proteger y señalizar el lugar. • Asegurar el vehículo aplicando el freno de estacionamiento. • Las respuestas B y C son correctas.","Rellenar el parte de evacuación."
"106","¿Qué actuación es aconsejable realizar en caso de evacuación de un vehículo?","0.8315","q_93c2a6a7","¿Qué actuación es aconsejable realizar en caso de evacuación de un vehículo de transportes?","Seguridad vial","ANSWER_CONFLICT","• Activar las luces de peligro y/o advertencia. • Avisar a los servicios de auxilio. • Las respuestas A y C son correctas.","Rellenar el parte de evacuación."
"113","¿Qué actuación debe realizarse preferentemente en caso de evacuación de un autobús?","0.8041","q_04e0cec4","¿Qué actuación debe realizarse preferentemente en caso de evacuación de un vehículo de transportes?","Seguridad vial","ANSWER_CONFLICT","• Curar a los heridos si estos lo necesitaran. • Impedir que los pasajeros salgan del vehículo hasta que se avise al servicio de auxilio. • Sacar todas las pertenencias de los pasajeros para evitar problemas legales. • Todas las respuestas anteriores son incorrectas.","Asegurar el vehículo quitando la llave de encendido."
"114","Para que se produzca fuego, ¿qué se debe conjugar siempre en la proporción adecuada?","0.9012","q_d9b71966","Para que se produzca fuego, ¿qué se debe conjugar en la proporción adecuada?","Geral","ANSWER_MATCH","Un comburente, un combustible y una fuente de calor como energía de activación.","Un agente oxidante, un combustible y una fuente de calor como energía de activación."
"115","¿Cómo se denomina a la conjunción de los elementos comburente, combustible y fuente de calor?","0.8144","q_5e1dfeba","¿Cómo se denomina la conjunción de los elementos agente oxidante, combustible y una fuente de calor?","Mecánica y mantenimiento","ANSWER_MATCH","Triángulo del fuego.","El triángulo de fuego."
"121","¿Cuál es el elemento más empleado en el método de extinción por reducción de temperatura?","0.9655","q_98e43219","¿Cuál es el elemento más empleado en el método de extinción de reducción de temperatura?","Geral","ANSWER_MATCH","El agua.","El agua."
"130","Cuando el tipo de fuego que podemos encontrar en un autobús se dice que es de la clase B, ¿a qué nos referimos?","0.9259","q_6eb736c5","Cuando el tipo de fuego que podemos encontrar en un autobús se dice que es de la clase B , ¿a qué se refiere?","Conducción racional","ANSWER_MATCH","Es un fuego de líquidos inflamables.","Es un fuego de líquidos inflamables."
"155","En los accidentes de tráfico, ¿cuál es el momento en el que hay más porcentaje de muertes según las estadísticas?","0.9","q_fe1ec018","En los accidentes, ¿cuál es el momento en el que hay más porcentaje de muertes según las estadísticas?","Seguridad vial","ANSWER_CONFLICT","En la primera hora siguiente al accidente.","En las 2 próximas horas."
"179","¿Cuántos extintores debe llevar obligatoriamente un vehículo autotaxi de 7 plazas, incluido el conductor?","0.8783","q_51f1b232","¿Cuántos extintores debe llevar obligatoriamente un vehículo auto-taxi de menos de nueve plazas, incluido el conductor?","Mecánica y mantenimiento","ANSWER_CONFLICT","Ninguno.","Uno."
"199","Según la Ley de responsabilidad civil y seguro en la circulación de vehículos a motor, se considera que un vehículo tiene su estacionamiento habitual en España:","0.9241","q_87a6b1c5","Según la Ley de responsabilidad civil y seguro en la circulación de vehículos a motor, se considera que un vehículo tiene su residencia habitual en España:","Mecánica y mantenimiento","ANSWER_MATCH","cuando tiene matrícula española.","cuando tiene matrícula española."
"203","En el contrato de seguro, ¿cómo se llama a quien contrata con el asegurador?","0.9452","q_f3ef40f0","En el contrato de seguro, ¿cómo se llama el que contrata con el asegurador?","Normativa de transportes","ANSWER_MATCH","Tomador.","Tomador."
"221","En la respiración boca a boca, ¿por qué hay que abrir la vía aérea al herido mediante la maniobra frente-mentón?","0.9074","q_55801096","En la respiración artificial, ¿por qué hay que abrir la vía aérea al herido mediante la maniobra frente-mentón?","Primeros auxilios","NEEDS_REVIEW","Para facilitar la entrada del aire en los pulmones.","Para que entre el aire en los pulmones."
"223","¿Con qué dedos se deben oprimir las ventanas de la nariz para realizar correctamente la respiración boca a boca?","0.9","q_407b821a","¿Con qué dedos se debe oprimir las ventanas de la nariz para realizar correctamente la respiración artificial?","Primeros auxilios","ANSWER_MATCH","Pulgar e índice.","Anular e índice."
"230","Antes de abandonar el vehículo para socorrer a un herido en un accidente que se ha producido en una vía interurbana, ¿qué se deberá hacer?","0.9778","q_6d294f17","Antes de abandonar el vehículo para socorrer a un herido en un accidente que se ha producido en una vía interurbana, ¿qué deberá hacer?","Primeros auxilios","ANSWER_MATCH","Ponerse el chaleco reflectante de alta visibilidad.","Ponerse el chaleco reflectante de alta visibilidad."
"234","¿Cómo se debe hacer la aproximación a un vehículo accidentado?","0.9167","q_1d3bad72","¿Cómo debe hacerse la aproximación a un vehículo accidentado?","Primeros auxilios","ANSWER_MATCH","Caminando por el arcén.","Caminando por el arcén."
"237","¿A qué tipo de accidentados no hay que quitarles la ropa?","0.9818","q_e6871559","¿A qué tipo de accidentados no hay que quitarle la ropa?","Primeros auxilios","NEEDS_REVIEW","A los quemados.","Quemados."
"238","¿A qué tipo de heridos se recomienda dar de beber agua en pequeños sorbos?","0.8889","q_9b1607a7","¿A qué tipo de heridos se puede dar de beber agua en pequeños sorbos?","Primeros auxilios","ANSWER_CONFLICT","A los que tienen quemaduras graves.","Quemaduras graves."
"241","Una vez apartado el vehículo y señalizado el obstáculo, ¿cuál es la siguiente medida que deberá adoptar el conductor de un vehículo cuya carga se haya caído sobre la vía?","0.8024","q_2136d2cd","Una vez apartado el vehículo, ¿cuál es la siguiente medida que deberá adoptar el conductor de un vehículo pesado cuya carga se haya caído sobre la vía?","Carga y logística","NEEDS_REVIEW","Retirar o apartar la carga derramada siempre que sea posible y dejar la calzada lo más limpia posible.","Retirar o apartar la carga derramada y dejar la calzada lo más limpia posible."
"247","¿Cuántos extintores deberán estar obligatoriamente instalados en un vehículo de transporte de viajeros de 23 plazas, incluido el conductor?","0.9577","q_40f9946d","¿Cuántos extintores deberán estar obligatoriamente instalados en un vehículo de transporte de viajeros de hasta 23 plazas, incluido el conductor?","Normativa de transportes","ANSWER_MATCH","Uno de la clase 8A/34B.","Uno de la clase 8A/34B."
"248","¿Cuántos extintores deberán estar obligatoriamente instalados en un vehículo de transporte de personas de más de 23 plazas que no efectúa transporte escolar?","0.8258","q_988e88c6","¿Cuántos extintores deberán estar obligatoriamente instalados en un vehículo de transporte de personas de más de 23 plazas, incluido el conductor?","Mecánica y mantenimiento","ANSWER_MATCH","Uno de clase 21A/113B.","Uno de clase 21A/113B."
"267","¿Qué se debe hacer al ayudar a las víctimas de un accidente de tráfico?","0.8406","q_1620e597","¿Qué se debe hacer al ayudar a las víctimas de un accidente?","Primeros auxilios","ANSWER_MATCH","No mover nunca al accidentado, salvo circunstancia extrema.","No mover nunca al accidentado, salvo circunstancia extrema."
"278","¿Qué número de extintores debe llevar un autobús de 23 plazas, incluido el conductor?","0.9318","q_38198fa7","¿Qué número de extintores debe llevar un autobús de hasta 23 plazas incluido el conductor?","Mecánica y mantenimiento","ANSWER_MATCH","Uno.","Uno."
"306","En el caso de bloqueo de las puertas de un autobús:","0.92","q_8951ffe0","En el caso de bloqueo de puertas de un autobús :","Conducción racional","ANSWER_MATCH","se procederá a la evacuación por las ventanas de socorro.","se procederá a la evacuación por las ventanas de socorro."
"311","Si el vehículo ha caído al agua y se encuentra totalmente sumergido:","0.8272","q_7ea8bc68","Si el vehículo de transporte ha caído al agua y se encuentra totalmente sumergido :","Geral","ANSWER_MATCH","se debe evacuar una vez la presión interior y exterior del agua se iguale.","se debe evacuar una vez la presión interior y exterior del agua se iguale ."
"312","Si el vehículo ha caído al agua y se encuentra parcialmente sumergido:","0.8313","q_03be1a00","Si el vehículo de transporte ha caído al agua y se encuentra parcialmente sumergido :","Geral","ANSWER_MATCH","se debe evacuar inmediatamente.","debe evacuarse inmediatamente."
"8","¿Qué se puede decir de la marca?","0.8333","q_cfa96552","¿Qué puede decirse de la ""marca""?","Geral","ANSWER_CONFLICT","Permite diferenciar los servicios respecto a los competidores.","Representa fundamentalmente una promesa de insatisfacción para los consumidores."
"14","En el caso de que en carretera se encuentren indicios fundados de manipulación o funcionamiento inadecuado del tacógrafo imputable al transportista, el agente de control puede ordenar el traslado obligatorio del vehículo a un taller. ¿Cómo debe actuar el conductor del vehículo?","0.8978","q_f04c4480","En el caso de que en carretera se encuentren indicios fundados de manipulación o funcionamiento inadecuado imputable al transportista del tacógrafo, el agente de control puede ordenar el traslado obligatorio del vehículo a un taller. ¿Cómo debe actuar el conductor del vehículo?","Tacógrafo y tiempos","ANSWER_MATCH","El conductor del vehículo está obligado a conducir el vehículo, acompañado por los agentes, hasta el taller, así como a facilitar las operaciones de verificación","El conductor del vehículo está obligado a conducir el vehículo, acompañado por los agentes, hasta el taller, así como a facilitar las operaciones de verificación"
"17","Según la normativa española, en las inspecciones llevadas a cabo en carretera, ¿quién tendrá la consideración de representante de la empresa en relación con la documentación relativa al transporte que existe obligación de llevar a bordo del vehículo?","0.9919","q_fa3e9e7a","Según la normativa española, en las inspecciones llevadas a cabo en carretera, ¿quién tendrá la consideración de representante de la empresa en relación con la documentación relativa al transporte y que existe obligación de llevar a bordo del vehículo?","Normativa de transportes","ANSWER_CONFLICT","El conductor.","El empresario."
"18","¿Qué acciones de las que se citan serán necesarias para garantizar la seguridad durante la circulación?","0.9712","q_608140a7","¿Qué acciones de las que se citan serán necesarias para garantizar la seguridad de durante la circulación?","Seguridad vial","ANSWER_MATCH","Observar por los retrovisores periódicamente.","Observar por los retrovisores periódicamente."
"22","¿En qué consiste la conducción preventiva?","0.9512","q_c491bdcb","¿En qué consiste una conducción preventiva?","Seguridad vial","ANSWER_CONFLICT","En ser consciente de los riesgos y anticiparse a posibles situaciones de peligro.","El aprendizaje necesario hasta obtener el carné de conducir."
